laranja_camisa_bart,azul_calcao_bart,azul_sapato_bart,marrom_boca_homer,azul_calca_homer,cinza_sapato_homer,classe
3.00601,1.1784558,0.09015257,0.0,0.12944983,0.058714747,Bart
2.2780619,3.270189,0.0,0.0,0.0,0.0,Bart
3.5856936,4.931367,0.6942195,0.0,0.0,0.01619292,Bart
0.7217495,0.0,0.0,0.0,0.0,0.495566,Bart
4.259996,4.505419,0.0,0.0,0.0,0.06097468,Bart
9.469978,5.733722,2.3194993,0.0,0.0,0.055736583,Bart
5.5324497,7.887175,1.8581536,0.0,0.0,0.0508335,Bart
2.8564746,2.048524,1.7152879,0.0,0.0,0.047062263,Bart
10.843878,0.0,0.0,0.0,0.0,0.02020202,Bart
2.2916808,2.0957556,0.0,0.0,0.0,0.04516129,Bart
6.410571,4.4138355,1.9045651,0.0,0.0,0.038763195,Bart
3.7732043,1.9205004,0.9568201,0.0,0.06900726,0.0,Bart
6.4417243,5.6034865,0.93354285,0.0,0.0,0.02953897,Bart
3.0132535,1.752262,0.0,0.07964827,0.0,0.14910157,Bart
17.164368,0.0,0.0,0.0,0.0,0.020720588,Bart
0.0,0.0,0.0,0.0,0.0,0.024516089,Bart
2.0873446,0.0189626,0.0,0.0,0.25635976,0.080226384,Bart
3.6563766,4.276108,1.0301727,0.0,0.0,0.031781096,Bart
0.0,0.0,0.0,0.0,0.0,0.03606506,Bart
8.256461,0.0,0.0,0.035811365,0.0,0.015101178,Bart
0.0,0.0,0.0,0.0,0.0,0.0235229,Bart
8.375772,7.5672812,1.346186,0.0,0.0,0.07466429,Bart
6.08575,0.95730394,0.0,0.0,0.0,0.049677763,Bart
2.0542355,1.4800917,0.0,0.21020082,0.0,0.03344104,Bart
6.3112974,0.0,0.0,0.0,0.0,0.016876416,Bart
8.3479805,8.240442,4.355694,0.0,0.0,0.063781664,Bart
0.0,0.0,0.0,0.0,0.0,0.010454926,Bart
9.928508,0.0,0.0,0.0,0.0,0.018435253,Bart
5.380609,4.139423,1.747596,0.0,0.6201923,0.06410257,Bart
0.0,2.887281,1.5380522,0.020169768,0.0,0.0682339,Bart
0.0,0.0,0.0,0.022174373,0.0,0.02859327,Bart
5.3561954,4.3256583,1.6405244,0.0,0.0,0.050336115,Bart
7.6310315,5.437943,1.6025941,2.420453,0.08464838,0.23595226,Bart
0.0,7.565859,0.99164534,0.0,0.0,0.007150384,Bart
0.0,0.0,0.0,0.0,0.0,0.026421791,Bart
3.45148,3.3132646,0.0,0.0,0.0,0.45173782,Bart
0.0,3.1045568,0.012149078,0.0,0.003738178,0.120556235,Bart
1.3334036,1.4256351,0.5520713,0.0,0.0,0.040845368,Bart
3.016978,2.2241247,3.2308613E-4,0.0,0.015185047,0.013892704,Bart
9.655055,0.0,0.0,0.0,0.0,0.009322824,Bart
10.154481,0.0,0.0,0.004283185,0.002855457,0.008090461,Bart
0.0,1.6712646,1.2937604,0.0,0.0,0.061307702,Bart
4.442616,1.551765,0.0,0.0,0.0,0.0,Bart
8.667227,3.921849,1.4638656,0.0,0.0,0.0,Bart
8.1135645,5.822234,2.4447122,0.0,0.0,0.0,Bart
6.2423935,0.0,0.0,0.0,0.0,0.05079012,Bart
0.0,6.8502874,0.0,0.0,0.0,0.11997296,Bart
0.0,1.7731653,1.7731653,0.047419153,0.0,0.06996269,Bart
9.1992936E-4,0.022998234,0.0,0.0,0.0,0.044156607,Bart
0.0,0.0,0.0,0.0,0.0,0.026421791,Bart
0.0,0.0,0.0,0.031103272,0.0,0.05198081,Bart
0.0,0.0,0.0,0.0,0.0,0.018518519,Bart
2.4932277,0.86880803,0.7130418,0.0,0.0,0.018382354,Bart
0.0,0.091487125,0.04421878,0.0,0.0,0.04269399,Bart
8.386243,5.733686,1.802469,0.0,0.045855377,0.0,Bart
0.0,0.0,0.0,0.0,0.0066342326,0.12383901,Bart
0.06473214,0.0,0.0,0.08035714,0.0,0.017857142,Bart
0.0,0.0,0.0,0.0,0.0,0.098316334,Bart
0.0,0.0,0.0,0.0,0.0,0.010520641,Bart
10.154481,0.0,0.0,0.004283185,0.002855457,0.008090461,Bart
11.901626,0.43698978,0.43698978,0.0,0.0,0.0,Bart
0.0,7.0096745,0.8103197,0.0,0.0,0.02782916,Bart
2.4230723,1.0959575,0.0,0.0,0.0,0.0,Bart
0.0,0.0,0.0,0.0,0.0,0.021315668,Bart
0.0,0.0,0.0,0.0,0.046402056,0.0,Bart
0.0,0.0,0.0,0.0,0.0,0.054101575,Bart
12.964781,0.02607682,0.0,0.0,0.0,0.105841205,Bart
3.69578,0.0040828325,0.0,0.0,0.024496993,0.0,Bart
0.17806268,0.0,0.0,0.0,0.12626262,0.024281275,Bart
4.15859,1.0788794,0.0,0.0,0.0,0.0692329,Bart
0.5407407,3.417284,0.0,0.0,0.0,0.002469136,Bart
7.286126,5.362736,1.9392731,0.0,0.0,0.03324468,Bart
4.348972,4.550613,2.0174284,0.061809707,0.0010132738,0.061809707,Bart
12.124171,0.0,0.0,0.0,0.0,0.013948299,Bart
8.090501,0.118741974,0.01283697,0.0,0.0,0.1203466,Bart
2.018772,0.0,0.0,0.0,0.0,0.12013945,Bart
8.474266,5.609767,1.733622,0.0,0.0,0.0,Bart
0.0,0.0,0.0,0.07686481,0.0,0.0,Bart
3.4608152,0.0,0.0,0.0,0.0,0.08163467,Bart
10.429448,0.0,0.0,0.0,0.0,0.07923392,Bart
0.0,0.0,0.0,0.0,0.0,0.010467916,Bart
4.2456894,2.6333513,0.017510777,0.0,0.0,0.0,Bart
8.22896,6.133013,0.0069325697,0.0,0.03928456,0.14096224,Bart
5.829626,2.764939,0.0,0.0,0.0,0.038756974,Bart
0.0,0.0,0.0,0.0,0.0,0.017391304,Bart
1.1930311,0.0,0.0,0.0,0.0,0.05884389,Bart
4.0959167,0.0,0.0,0.0,0.0,0.043047786,Bart
9.58126,6.1730256,0.008797064,0.0,0.0,0.031418085,Bart
2.5892832,0.0,0.0,0.0,0.0,0.020123962,Bart
4.4004397,0.0,0.0,0.0,0.0,0.05578023,Bart
6.990895,4.0900054,0.0,0.0,0.0,0.18066357,Bart
0.0,0.0,0.0,0.0,0.0,0.04956317,Bart
0.0,0.0,0.0,0.0,0.0,0.05156799,Bart
0.0,0.0,0.0,0.0,0.0,0.055354267,Bart
7.8885736,5.1754847,1.8900911,0.0,0.0,0.064872235,Bart
0.0,0.0,0.0,0.0,0.0,0.0053153792,Bart
0.0,0.0,0.0,0.0,0.0,0.038636364,Bart
6.029651,0.0,0.0,0.0,0.001744186,0.02383721,Bart
3.4209597,0.0,0.0,0.0,0.0,0.28952014,Bart
0.0,0.0,0.0,0.0,0.0,0.022433132,Bart
0.0,0.0,0.0,0.0,0.0069312076,0.03378964,Bart
9.861539,8.660728,2.2574897,0.0,0.0,0.087449394,Bart
4.980507,0.0,0.0,0.0,0.0,0.012995451,Bart
9.668452,1.0343657,1.0343657,0.0,0.0,0.014219661,Bart
10.734478,5.9813523,2.1263518,0.0,0.0,0.013168984,Bart
2.4876933,0.0,0.0,16.958948,0.97940105,2.3499765,Homer
0.0,0.0,0.0,15.566545,0.05866577,0.3067382,Homer
0.0,0.0,0.0,14.074794,1.8290632,2.1350932,Homer
0.0,0.0,0.0,0.15227194,2.8047173,0.02601457,Homer
0.0,0.0,0.0,0.0,2.5103488,0.03767784,Homer
0.0,0.0,0.0,0.0,0.0,0.033045106,Homer
0.0,0.0,0.0,0.0,6.507197,0.07648981,Homer
0.0,0.0,0.0,0.0,4.6779156,0.119919345,Homer
0.0,0.0,0.0,0.0,3.1183803,0.07332572,Homer
0.0,0.0,0.0,0.0,4.06671,0.039082486,Homer
0.0,0.0,0.0,0.0,0.0,0.0,Homer
0.0,0.0,0.0,0.0,0.0,0.04520796,Homer
0.58216584,0.0,0.0,3.46223,0.6375426,0.04827717,Homer
0.0,0.0,0.0,0.0,3.1951003,0.06124557,Homer
3.1132257,1.8953109,0.8705699,7.2280116,1.5685711,0.05703226,Homer
0.2753563,0.0,0.0,7.673539,0.35192102,0.087173104,Homer
0.0,0.0,0.0,4.6801653,0.66350114,0.014894923,Homer
0.0,0.0,0.0,0.0054682163,2.5067215,0.03144224,Homer
0.0,0.0,0.0,5.802685,0.501515,1.2805611,Homer
0.0,0.0,0.0,3.5661027,1.448672,0.009148545,Homer
0.0,0.0,0.0,0.0,0.8571017,0.10899836,Homer
2.451026,0.85598725,0.0,10.30388,1.3769895,2.1121814,Homer
0.0,0.0,0.0,4.5882487,2.0464685,0.017329602,Homer
1.8744326,1.8095732,1.4282935,11.283195,1.0321888,0.773215,Homer
0.0,0.0,0.0,0.0,5.324124,0.020098617,Homer
0.0,0.0,0.0,21.512486,3.0598493,4.9179544,Homer
0.0,0.0,0.0,19.16452,1.8701721,1.3965306,Homer
0.0,0.0,0.0,6.9963856,1.1816761,0.0,Homer
0.0,0.0,0.0,0.0,1.6579036,0.01530782,Homer
0.0,0.0,0.0,14.950413,1.3752067,1.5272727,Homer
0.0,0.0,0.0,32.308914,2.107478,0.15590507,Homer
0.0,0.0,0.0,0.0,0.48093674,0.036660083,Homer
0.0,0.0,0.0,0.084906764,1.4057375,0.019634688,Homer
0.0,0.0,0.0,0.0,1.4294839,0.017164983,Homer
0.0,0.0,0.0,13.843547,1.6235538,1.4083135,Homer
2.5075366,1.0292852,0.955534,9.994079,1.0206718,0.66645133,Homer
0.0,0.0,0.0,0.0,4.966006,0.02572276,Homer
0.0,0.0,0.0,12.872924,1.365419,1.4752685,Homer
0.0,0.0,0.0,10.607126,1.4751189,0.0,Homer
0.0,0.0,0.0,13.434466,2.5802839,1.6467514,Homer
0.0,0.0,0.0,13.390434,1.208583,1.5497772,Homer
0.0,0.0,0.0,9.513506,0.30870268,0.49665618,Homer
1.2403375,0.0,0.0,13.565084,0.49447384,0.005537221,Homer
0.0,0.0,0.0,0.27361426,2.06554,0.0572681,Homer
0.0,0.0,0.0,0.18790689,0.31246838,0.0,Homer
0.0,0.0,0.0,3.9077492,1.6968647,0.0,Homer
0.0,0.0,0.0,0.046760302,1.2616459,0.015880859,Homer
0.0,0.0,0.0,0.0,4.183953,0.03466592,Homer
0.0,0.0,0.0,16.612576,0.30403075,0.0,Homer
0.0,0.0,0.0,0.0,7.6889524,0.029305525,Homer
0.0,0.0,0.0,0.06362865,0.0,0.0,Homer
0.0,0.0,0.0,0.03990821,0.0,0.016628422,Homer
0.0,0.0,0.0,0.024797844,0.0,0.08948787,Homer
0.0,0.0,0.0,0.17828128,0.09252573,0.04287778,Homer
0.0,0.0,0.0,11.469194,0.02817984,0.06276418,Homer
0.0,0.0,0.0,0.0,0.4918033,0.08688525,Homer
0.0,0.0,0.0,0.0,0.1911315,0.031276066,Homer
0.0,0.0,0.0,0.0,0.0,0.0,Homer
0.0,0.0,0.0,8.202874,1.0853761,0.122851506,Homer
0.0,0.0,0.0,7.372089,0.13884887,0.057635374,Homer
0.5256358,0.0,0.0,8.6508255,0.078528725,0.053196877,Homer
0.0,0.0,0.0,0.0,0.0,0.0,Homer
0.0,0.0,0.0,9.101045,0.07049989,0.14919744,Homer
0.0,0.0,0.0,0.0,0.018296095,0.046278358,Homer
0.0,0.0,0.0,0.0,0.07299048,0.004561905,Homer
0.0,0.0,0.0,0.0,0.039355118,0.04478341,Homer
0.0,0.0,0.0,0.0,0.028068488,0.0,Homer
0.0,0.0,0.0,0.007130125,1.2073678,0.03802733,Homer
0.0,0.0,0.0,0.0,0.0,0.02894849,Homer
0.0,0.0,0.0,0.0,0.66031766,0.0,Homer
0.0,0.0,0.0,0.15504172,0.0,0.04593829,Homer
0.0,0.0,0.0,15.566545,0.05866577,0.3067382,Homer
0.0,0.0,0.0,0.052827235,0.0547838,0.025435336,Homer
0.0,0.0,0.0,0.0,0.031635802,0.0046296297,Homer
0.0,0.0,0.0,0.00666389,0.5164515,0.0,Homer
0.0,0.0,0.0,0.0,0.11297852,0.16153127,Homer
0.0,0.0,0.0,2.3117392,1.3994405,0.040528942,Homer
0.0,0.0,0.0,0.0,0.036502242,0.009827527,Homer
0.0,0.0,0.0,0.0,1.3790035,0.051601425,Homer
0.0,0.0,0.0,0.0,1.0415512,0.019944599,Homer
0.0,0.0,0.0,8.791415,1.8626872,0.14653207,Homer
0.0,0.0,0.0,5.3090906,0.171261,0.03753666,Homer
0.0,0.0,0.0,11.237623,0.84299856,0.115983024,Homer
0.0,0.0,0.0,0.0,2.5996485,0.033421975,Homer
0.0,0.0,0.0,0.0,0.023988485,0.0091384705,Homer
0.0,0.0,0.0,0.0,0.14214641,0.06965174,Homer
0.0,0.0,0.0,0.0,0.12060967,0.029821074,Homer
0.0,0.0,0.0,0.0,0.4236934,0.17839721,Homer
0.0,0.0,0.0,0.0,0.17172813,0.007230658,Homer
0.0,0.0,0.0,7.593234,0.77340674,0.0,Homer
0.0,0.0,0.0,0.0,0.0,0.06082725,Homer
0.0,0.0,0.0,9.738549,0.9422713,0.030827394,Homer
0.0,0.0,0.0,0.024146708,0.06526137,0.046335574,Homer
0.0,0.0,0.0,0.0,3.5862677,0.11384976,Homer
0.0,0.0,0.0,0.32586896,0.46234402,0.046420082,Homer
0.0,0.0,0.0,4.7025213,0.23828489,0.1036917,Homer
0.0,0.0,0.0,0.0,0.2911497,0.024813896,Homer
0.0,0.0,0.0,0.0,0.9022786,0.014366019,Homer
0.0,0.0,0.0,0.0,5.586592E-4,0.02234637,Homer
0.0,0.0,0.0,12.935145,1.9547766,0.010332221,Homer
0.0,0.0,0.0,0.0,2.8368793,0.038219072,Homer
0.077177174,0.0,0.0,0.0,1.7654655,0.11261261,Homer
0.0,0.0,0.0,0.001529707,3.8563912,0.021798324,Homer
0.0,0.0,0.0,0.0,3.5286226,0.024349036,Homer
0.0,0.0,0.0,11.98906,1.6303426,0.031094527,Homer
0.0,0.0,0.0,0.0,6.8141446,0.038210157,Homer
0.0,0.0,0.0,0.0,7.3856444,0.047879074,Homer
0.0,0.0,0.0,1.1785573,1.6847326,0.025620813,Homer
0.0,0.0,0.0,0.0,1.5879271,0.084464215,Homer
0.0,0.0,0.0,0.0,8.816502,0.09335512,Homer
0.0,0.0,0.0,0.0,3.2501783,0.085531004,Homer
0.0,0.0,0.0,0.0,3.2931526,0.03097271,Homer
0.0,0.0,0.0,0.0,2.6704855,0.13297872,Homer
0.0,0.0,0.0,10.047759,0.7528331,0.42434227,Homer
0.0,0.0,0.0,0.017687075,0.0,0.07857143,Homer
0.0,0.0,0.0,0.0,0.0,0.019876404,Homer
0.0,0.0,0.0,0.0,0.0,1.0946236,Homer
0.0,0.0,0.0,0.0,0.0,0.0043296292,Homer
0.0,0.0,0.0,0.0,0.0,0.007090187,Homer
0.0,0.0,0.0,0.0,6.4854116,0.09392077,Homer
0.0,0.0,0.0,0.0,0.0,0.042194366,Homer
0.0,0.0,0.0,0.0,4.2636285,0.07676148,Homer
0.0,0.0,0.0,0.0,1.4291335,0.017013494,Homer
0.0,0.0,0.0,13.744248,0.853902,0.063546196,Homer
